TIME [s]|X_ORS[m]|Y_ORS[m]|Z_ORS[m]|X_ITRF[m]|Y_ITRF[m]|Z_ITRF[m]|LAT[°]|LON[°]|H[m]
0|7035927.0|25582805.0|0.0|-13506136.0|15217404.0|17029359.0|39.97352|131.59051|20163372.0
30|6923801.0|25613824.0|0.0|-13570801.0|15227068.0|16969878.0|39.8054|131.70834|20163741.0
60|6811542.0|25644352.0|0.0|-13635229.0|15236795.0|16910071.0|39.63679|131.82499|20164110.0
90|6699153.0|25674387.0|0.0|-13699417.0|15246584.0|16849939.0|39.46767|131.94045|20164480.0
120|6586635.0|25703929.0|0.0|-13763365.0|15256433.0|16789484.0|39.29807|132.05473|20164850.0
150|6473990.0|25732978.0|0.0|-13827071.0|15266342.0|16728706.0|39.12798|132.16785|20165220.0
180|6361221.0|25761532.0|0.0|-13890535.0|15276308.0|16667607.0|38.95741|132.27981|20165591.0
210|6248330.0|25789592.0|0.0|-13953754.0|15286332.0|16606188.0|38.78637|132.39063|20165962.0
240|6135319.0|25817157.0|0.0|-14016729.0|15296411.0|16544451.0|38.61486|132.50031|20166334.0
270|6022190.0|25844226.0|0.0|-14079457.0|15306545.0|16482395.0|38.44288|132.60886|20166706.0
300|5908945.0|25870799.0|0.0|-14141938.0|15316733.0|16420024.0|38.27045|132.71629|20167079.0
330|5795587.0|25896875.0|0.0|-14204170.0|15326972.0|16357337.0|38.09756|132.82261|20167451.0
360|5682118.0|25922455.0|0.0|-14266153.0|15337263.0|16294336.0|37.92422|132.92783|20167824.0
390|5568540.0|25947536.0|0.0|-14327885.0|15347603.0|16231022.0|37.75044|133.03196|20168198.0
420|5454855.0|25972120.0|0.0|-14389365.0|15357992.0|16167397.0|37.57622|133.13501|20168572.0
450|5341065.0|25996205.0|0.0|-14450592.0|15368428.0|16103461.0|37.40157|133.23698|20168946.0
480|5227173.0|26019791.0|0.0|-14511566.0|15378909.0|16039217.0|37.22649|133.33789|20169320.0
510|5113180.0|26042878.0|0.0|-14572284.0|15389436.0|15974664.0|37.05098|133.43775|20169695.0
540|4999089.0|26065465.0|0.0|-14632747.0|15400006.0|15909806.0|36.87506|133.53656|20170070.0
570|4884903.0|26087552.0|0.0|-14692952.0|15410618.0|15844641.0|36.69872|133.63433|20170446.0
600|4770622.0|26109139.0|0.0|-14752899.0|15421272.0|15779173.0|36.52196|133.73108|20170822.0
630|4656250.0|26130224.0|0.0|-14812588.0|15431964.0|15713402.0|36.34481|133.82681|20171198.0
660|4541789.0|26150808.0|0.0|-14872015.0|15442696.0|15647330.0|36.16725|133.92152|20171575.0
690|4427241.0|26170891.0|0.0|-14931182.0|15453464.0|15580957.0|35.98929|134.01524|20171951.0
720|4312607.0|26190471.0|0.0|-14990087.0|15464268.0|15514285.0|35.81095|134.10796|20172328.0
750|4197891.0|26209549.0|0.0|-15048728.0|15475107.0|15447316.0|35.63221|134.1997|20172706.0
780|4083094.0|26228124.0|0.0|-15107106.0|15485979.0|15380051.0|35.45309|134.29047|20173084.0
810|3968220.0|26246196.0|0.0|-15165218.0|15496883.0|15312490.0|35.2736|134.38027|20173462.0
840|3853269.0|26263765.0|0.0|-15223064.0|15507818.0|15244636.0|35.09372|134.46911|20173840.0
870|3738244.0|26280830.0|0.0|-15280643.0|15518782.0|15176489.0|34.91348|134.557|20174219.0
900|3623147.0|26297391.0|0.0|-15337954.0|15529774.0|15108051.0|34.73287|134.64395|20174598.0
930|3507981.0|26313447.0|0.0|-15394997.0|15540793.0|15039324.0|34.5519|134.72998|20174977.0
960|3392747.0|26328999.0|0.0|-15451769.0|15551837.0|14970308.0|34.37057|134.81507|20175357.0
990|3277449.0|26344046.0|0.0|-15508271.0|15562905.0|14901005.0|34.18888|134.89925|20175736.0
1020|3162088.0|26358588.0|0.0|-15564501.0|15573996.0|14831417.0|34.00685|134.98253|20176117.0
1050|3046666.0|26372625.0|0.0|-15620459.0|15585108.0|14761544.0|33.82447|135.06491|20176497.0
1080|2931185.0|26386156.0|0.0|-15676143.0|15596241.0|14691388.0|33.64174|135.14639|20176878.0
1110|2815649.0|26399181.0|0.0|-15731553.0|15607392.0|14620950.0|33.45868|135.227|20177258.0
1140|2700058.0|26411700.0|0.0|-15786688.0|15618560.0|14550232.0|33.27528|135.30673|20177640.0
1170|2584416.0|26423712.0|0.0|-15841547.0|15629744.0|14479235.0|33.09156|135.3856|20178021.0
1200|2468724.0|26435219.0|0.0|-15896129.0|15640944.0|14407961.0|32.9075|135.4636|20178403.0
1230|2352985.0|26446218.0|0.0|-15950434.0|15652156.0|14336410.0|32.72312|135.54076|20178785.0
1260|2237201.0|26456711.0|0.0|-16004460.0|15663380.0|14264585.0|32.53842|135.61708|20179167.0
1290|2121374.0|26466696.0|0.0|-16058207.0|15674615.0|14192486.0|32.35341|135.69257|20179549.0
1320|2005506.0|26476174.0|0.0|-16111673.0|15685859.0|14120116.0|32.16808|135.76723|20179932.0
1350|1889600.0|26485145.0|0.0|-16164859.0|15697111.0|14047474.0|31.98245|135.84107|20180315.0
1380|1773658.0|26493609.0|0.0|-16217763.0|15708370.0|13974564.0|31.7965|135.9141|20180698.0
1410|1657681.0|26501564.0|0.0|-16270385.0|15719633.0|13901385.0|31.61026|135.98633|20181082.0
1440|1541673.0|26509012.0|0.0|-16322724.0|15730900.0|13827941.0|31.42372|136.05776|20181465.0
1470|1425635.0|26515952.0|0.0|-16374779.0|15742170.0|13754231.0|31.23688|136.12841|20181849.0
1500|1309570.0|26522384.0|0.0|-16426549.0|15753440.0|13680258.0|31.04975|136.19828|20182233.0
1530|1193480.0|26528308.0|0.0|-16478033.0|15764710.0|13606023.0|30.86234|136.26738|20182618.0
1560|1077367.0|26533723.0|0.0|-16529232.0|15775978.0|13531527.0|30.67464|136.33571|20183002.0
1590|961234.0|26538631.0|0.0|-16580144.0|15787242.0|13456771.0|30.48665|136.40329|20183387.0
1620|845082.0|26543030.0|0.0|-16630768.0|15798502.0|13381759.0|30.29839|136.47012|20183772.0
1650|728913.0|26546920.0|0.0|-16681104.0|15809756.0|13306489.0|30.10986|136.5362|20184157.0
1680|612731.0|26550302.0|0.0|-16731151.0|15821003.0|13230965.0|29.92105|136.60156|20184542.0
1710|496537.0|26553176.0|0.0|-16780909.0|15832240.0|13155188.0|29.73197|136.66618|20184928.0
1740|380334.0|26555541.0|0.0|-16830376.0|15843467.0|13079158.0|29.54263|136.73009|20185313.0
1770|264123.0|26557397.0|0.0|-16879553.0|15854682.0|13002878.0|29.35302|136.79328|20185699.0
1800|147908.0|26558745.0|0.0|-16928438.0|15865885.0|12926350.0|29.16316|136.85576|20186085.0
1830|31689.0|26559584.0|0.0|-16977031.0|15877072.0|12849573.0|28.97304|136.91755|20186471.0
1860|-84530.0|26559915.0|0.0|-17025331.0|15888244.0|12772551.0|28.78266|136.97865|20186858.0
1890|-200748.0|26559738.0|0.0|-17073338.0|15899398.0|12695284.0|28.59204|137.03906|20187244.0
1920|-316962.0|26559051.0|0.0|-17121051.0|15910533.0|12617774.0|28.40117|137.0988|20187631.0
1950|-433169.0|26557857.0|0.0|-17168469.0|15921648.0|12540022.0|28.21005|137.15786|20188018.0
1980|-549369.0|26556153.0|0.0|-17215593.0|15932741.0|12462030.0|28.01869|137.21626|20188405.0
2010|-665557.0|26553942.0|0.0|-17262421.0|15943812.0|12383800.0|27.82709|137.274|20188792.0
2040|-781734.0|26551222.0|0.0|-17308952.0|15954857.0|12305333.0|27.63526|137.3311|20189180.0
2070|-897895.0|26547994.0|0.0|-17355187.0|15965876.0|12226630.0|27.44319|137.38755|20189567.0
2100|-1014039.0|26544258.0|0.0|-17401125.0|15976868.0|12147693.0|27.2509|137.44336|20189955.0
2130|-1130163.0|26540014.0|0.0|-17446765.0|15987831.0|12068524.0|27.05837|137.49854|20190343.0
2160|-1246266.0|26535262.0|0.0|-17492106.0|15998764.0|11989123.0|26.86562|137.5531|20190731.0
2190|-1362345.0|26530002.0|0.0|-17537149.0|16009664.0|11909494.0|26.67265|137.60704|20191119.0
2220|-1478398.0|26524234.0|0.0|-17581892.0|16020532.0|11829636.0|26.47946|137.66038|20191507.0
2250|-1594423.0|26517959.0|0.0|-17626336.0|16031365.0|11749552.0|26.28605|137.7131|20191895.0
2280|-1710417.0|26511177.0|0.0|-17670480.0|16042161.0|11669243.0|26.09243|137.76523|20192284.0
2310|-1826379.0|26503887.0|0.0|-17714323.0|16052920.0|11588711.0|25.8986|137.81677|20192672.0
2340|-1942305.0|26496090.0|0.0|-17757864.0|16063640.0|11507957.0|25.70456|137.86773|20193061.0
2370|-2058194.0|26487787.0|0.0|-17801104.0|16074319.0|11426983.0|25.51031|137.9181|20193450.0
2400|-2174044.0|26478976.0|0.0|-17844043.0|16084956.0|11345791.0|25.31585|137.96791|20193838.0
2430|-2289853.0|26469659.0|0.0|-17886679.0|16095550.0|11264381.0|25.1212|138.01714|20194227.0
2460|-2405618.0|26459836.0|0.0|-17929012.0|16106099.0|11182756.0|24.92635|138.06582|20194616.0
2490|-2521336.0|26449506.0|0.0|-17971042.0|16116601.0|11100917.0|24.7313|138.11394|20195005.0
2520|-2637006.0|26438671.0|0.0|-18012768.0|16127056.0|11018866.0|24.53605|138.16152|20195395.0
2550|-2752626.0|26427330.0|0.0|-18054190.0|16137461.0|10936604.0|24.34062|138.20855|20195784.0
2580|-2868194.0|26415484.0|0.0|-18095309.0|16147815.0|10854133.0|24.14499|138.25505|20196173.0
2610|-2983706.0|26403132.0|0.0|-18136122.0|16158118.0|10771454.0|23.94918|138.30102|20196563.0
2640|-3099162.0|26390276.0|0.0|-18176631.0|16168366.0|10688569.0|23.75318|138.34646|20196952.0
2670|-3214558.0|26376915.0|0.0|-18216834.0|16178559.0|10605480.0|23.55701|138.39139|20197342.0
2700|-3329892.0|26363050.0|0.0|-18256732.0|16188696.0|10522188.0|23.36065|138.4358|20197731.0
2730|-3445163.0|26348680.0|0.0|-18296324.0|16198775.0|10438695.0|23.16411|138.47971|20198121.0
2760|-3560369.0|26333807.0|0.0|-18335609.0|16208793.0|10355002.0|22.9674|138.52312|20198511.0
2790|-3675506.0|26318431.0|0.0|-18374588.0|16218751.0|10271112.0|22.77052|138.56603|20198900.0
2820|-3790572.0|26302551.0|0.0|-18413261.0|16228647.0|10187025.0|22.57346|138.60845|20199290.0
2850|-3905567.0|26286168.0|0.0|-18451626.0|16238478.0|10102743.0|22.37624|138.65039|20199680.0
2880|-4020486.0|26269283.0|0.0|-18489684.0|16248244.0|10018268.0|22.17885|138.69185|20200070.0
2910|-4135329.0|26251896.0|0.0|-18527435.0|16257943.0|9933602.0|21.98129|138.73284|20200460.0
2940|-4250093.0|26234007.0|0.0|-18564878.0|16267574.0|9848746.0|21.78358|138.77336|20200850.0
2970|-4364776.0|26215617.0|0.0|-18602013.0|16277134.0|9763701.0|21.5857|138.81342|20201239.0
3000|-4479375.0|26196726.0|0.0|-18638840.0|16286624.0|9678470.0|21.38767|138.85303|20201629.0
3030|-4593888.0|26177334.0|0.0|-18675358.0|16296040.0|9593054.0|21.18948|138.89218|20202019.0
3060|-4708314.0|26157442.0|0.0|-18711568.0|16305383.0|9507455.0|20.99113|138.93089|20202409.0
3090|-4822650.0|26137050.0|0.0|-18747469.0|16314649.0|9421674.0|20.79264|138.96916|20202799.0
3120|-4936894.0|26116158.0|0.0|-18783062.0|16323838.0|9335713.0|20.59399|139.007|20203189.0
3150|-5051043.0|26094768.0|0.0|-18818345.0|16332949.0|9249574.0|20.3952|139.04441|20203579.0
3180|-5165096.0|26072879.0|0.0|-18853320.0|16341980.0|9163258.0|20.19626|139.08139|20203969.0
3210|-5279050.0|26050492.0|0.0|-18887985.0|16350928.0|9076767.0|19.99718|139.11795|20204359.0
3240|-5392903.0|26027608.0|0.0|-18922340.0|16359794.0|8990102.0|19.79796|139.15411|20204749.0
3270|-5506653.0|26004226.0|0.0|-18956386.0|16368575.0|8903266.0|19.59859|139.18985|20205138.0
3300|-5620299.0|25980347.0|0.0|-18990123.0|16377271.0|8816260.0|19.39909|139.22519|20205528.0
3330|-5733836.0|25955972.0|0.0|-19023550.0|16385878.0|8729085.0|19.19946|139.26013|20205918.0
3360|-5847265.0|25931102.0|0.0|-19056667.0|16394397.0|8641743.0|18.99969|139.29468|20206308.0
3390|-5960581.0|25905736.0|0.0|-19089474.0|16402826.0|8554237.0|18.79979|139.32884|20206697.0
3420|-6073784.0|25879875.0|0.0|-19121972.0|16411162.0|8466567.0|18.59976|139.36262|20207087.0
3450|-6186871.0|25853521.0|0.0|-19154159.0|16419405.0|8378736.0|18.3996|139.39602|20207476.0
3480|-6299839.0|25826672.0|0.0|-19186037.0|16427554.0|8290744.0|18.19931|139.42905|20207866.0
3510|-6412687.0|25799330.0|0.0|-19217604.0|16435606.0|8202594.0|17.9989|139.46171|20208255.0
3540|-6525413.0|25771496.0|0.0|-19248862.0|16443561.0|8114288.0|17.79837|139.49401|20208645.0
3570|-6638014.0|25743170.0|0.0|-19279810.0|16451416.0|8025826.0|17.59771|139.52595|20209034.0
3600|-6750489.0|25714352.0|0.0|-19310447.0|16459171.0|7937212.0|17.39694|139.55754|20209423.0
3630|-6862835.0|25685043.0|0.0|-19340775.0|16466823.0|7848445.0|17.19605|139.58878|20209812.0
3660|-6975049.0|25655244.0|0.0|-19370793.0|16474373.0|7759529.0|16.99505|139.61967|20210201.0
3690|-7087131.0|25624955.0|0.0|-19400501.0|16481817.0|7670465.0|16.79393|139.65023|20210590.0
3720|-7199077.0|25594177.0|0.0|-19429899.0|16489155.0|7581255.0|16.5927|139.68045|20210979.0
3750|-7310886.0|25562911.0|0.0|-19458987.0|16496385.0|7491900.0|16.39136|139.71034|20211367.0
3780|-7422555.0|25531156.0|0.0|-19487766.0|16503505.0|7402401.0|16.18991|139.73991|20211756.0
3810|-7534083.0|25498915.0|0.0|-19516235.0|16510515.0|7312762.0|15.98835|139.76916|20212144.0
3840|-7645466.0|25466186.0|0.0|-19544395.0|16517413.0|7222983.0|15.78669|139.79809|20212533.0
3870|-7756704.0|25432972.0|0.0|-19572246.0|16524197.0|7133066.0|15.58493|139.82671|20212921.0
3900|-7867794.0|25399272.0|0.0|-19599787.0|16530866.0|7043013.0|15.38306|139.85502|20213309.0
3930|-7978734.0|25365088.0|0.0|-19627019.0|16537419.0|6952825.0|15.1811|139.88304|20213697.0
3960|-8089521.0|25330419.0|0.0|-19653942.0|16543854.0|6862505.0|14.97904|139.91075|20214085.0
3990|-8200154.0|25295268.0|0.0|-19680556.0|16550169.0|6772054.0|14.77688|139.93817|20214472.0
4020|-8310631.0|25259633.0|0.0|-19706862.0|16556364.0|6681474.0|14.57462|139.96531|20214860.0
4050|-8420949.0|25223517.0|0.0|-19732859.0|16562436.0|6590766.0|14.37227|139.99216|20215247.0
4080|-8531107.0|25186920.0|0.0|-19758547.0|16568385.0|6499933.0|14.16983|140.01873|20215634.0
4110|-8641101.0|25149842.0|0.0|-19783928.0|16574209.0|6408975.0|13.9673|140.04503|20216021.0
4140|-8750931.0|25112284.0|0.0|-19809001.0|16579907.0|6317895.0|13.76469|140.07105|20216408.0
4170|-8860594.0|25074248.0|0.0|-19833766.0|16585476.0|6226695.0|13.56198|140.09681|20216794.0
4200|-8970088.0|25035733.0|0.0|-19858224.0|16590916.0|6135376.0|13.35919|140.12231|20217181.0
4230|-9079411.0|24996740.0|0.0|-19882374.0|16596226.0|6043940.0|13.15632|140.14755|20217567.0
4260|-9188561.0|24957271.0|0.0|-19906218.0|16601403.0|5952389.0|12.95336|140.17254|20217953.0
4290|-9297535.0|24917326.0|0.0|-19929754.0|16606447.0|5860724.0|12.75032|140.19728|20218339.0
4320|-9406332.0|24876906.0|0.0|-19952985.0|16611357.0|5768948.0|12.54721|140.22178|20218724.0
4350|-9514950.0|24836011.0|0.0|-19975909.0|16616130.0|5677061.0|12.34401|140.24603|20219110.0
4380|-9623386.0|24794643.0|0.0|-19998527.0|16620765.0|5585066.0|12.14074|140.27005|20219495.0
4410|-9731639.0|24752801.0|0.0|-20020840.0|16625261.0|5492965.0|11.9374|140.29383|20219880.0
4440|-9839707.0|24710488.0|0.0|-20042847.0|16629617.0|5400759.0|11.73398|140.31739|20220265.0
4470|-9947586.0|24667704.0|0.0|-20064550.0|16633831.0|5308450.0|11.53049|140.34073|20220649.0
4500|-10055276.0|24624450.0|0.0|-20085947.0|16637901.0|5216039.0|11.32693|140.36384|20221033.0
4530|-10162775.0|24580726.0|0.0|-20107041.0|16641827.0|5123530.0|11.1233|140.38675|20221417.0
4560|-10270079.0|24536533.0|0.0|-20127831.0|16645608.0|5030922.0|10.91961|140.40944|20221801.0
4590|-10377188.0|24491873.0|0.0|-20148317.0|16649240.0|4938219.0|10.71585|140.43192|20222184.0
4620|-10484099.0|24446746.0|0.0|-20168500.0|16652725.0|4845422.0|10.51203|140.4542|20222568.0
4650|-10590811.0|24401153.0|0.0|-20188380.0|16656059.0|4752532.0|10.30814|140.47628|20222951.0
4680|-10697320.0|24355095.0|0.0|-20207958.0|16659242.0|4659552.0|10.10419|140.49817|20223333.0
4710|-10803625.0|24308573.0|0.0|-20227234.0|16662271.0|4566483.0|9.90018|140.51986|20223716.0
4740|-10909725.0|24261587.0|0.0|-20246208.0|16665147.0|4473327.0|9.69612|140.54137|20224098.0
4770|-11015617.0|24214139.0|0.0|-20264881.0|16667868.0|4380085.0|9.49199|140.5627|20224479.0
4800|-11121298.0|24166230.0|0.0|-20283253.0|16670431.0|4286760.0|9.28781|140.58385|20224861.0
4830|-11226768.0|24117860.0|0.0|-20301325.0|16672837.0|4193354.0|9.08358|140.60482|20225242.0
4860|-11332024.0|24069031.0|0.0|-20319097.0|16675083.0|4099867.0|8.8793|140.62562|20225623.0
4890|-11437064.0|24019743.0|0.0|-20336570.0|16677168.0|4006303.0|8.67496|140.64626|20226003.0
4920|-11541886.0|23969997.0|0.0|-20353744.0|16679091.0|3912662.0|8.47057|140.66673|20226384.0
4950|-11646488.0|23919795.0|0.0|-20370619.0|16680851.0|3818946.0|8.26614|140.68705|20226763.0
4980|-11750869.0|23869137.0|0.0|-20387197.0|16682446.0|3725158.0|8.06165|140.70721|20227143.0
5010|-11855025.0|23818024.0|0.0|-20403477.0|16683875.0|3631299.0|7.85713|140.72721|20227522.0
5040|-11958956.0|23766458.0|0.0|-20419461.0|16685137.0|3537371.0|7.65255|140.74708|20227901.0
5070|-12062659.0|23714439.0|0.0|-20435148.0|16686230.0|3443375.0|7.44794|140.76679|20228280.0
5100|-12166132.0|23661968.0|0.0|-20450539.0|16687153.0|3349314.0|7.24328|140.78637|20228658.0
5130|-12269373.0|23609046.0|0.0|-20465634.0|16687904.0|3255189.0|7.03858|140.80582|20229035.0
5160|-12372381.0|23555675.0|0.0|-20480436.0|16688483.0|3161001.0|6.83385|140.82513|20229413.0
5190|-12475153.0|23501856.0|0.0|-20494943.0|16688889.0|3066754.0|6.62907|140.84431|20229790.0
5220|-12577687.0|23447588.0|0.0|-20509156.0|16689119.0|2972448.0|6.42426|140.86337|20230166.0
5250|-12679982.0|23392874.0|0.0|-20523076.0|16689173.0|2878086.0|6.21942|140.88231|20230543.0
5280|-12782036.0|23337715.0|0.0|-20536704.0|16689049.0|2783669.0|6.01454|140.90114|20230919.0
5310|-12883846.0|23282111.0|0.0|-20550040.0|16688746.0|2689199.0|5.80963|140.91985|20231294.0
5340|-12985411.0|23226064.0|0.0|-20563085.0|16688263.0|2594678.0|5.60469|140.93845|20231669.0
5370|-13086728.0|23169575.0|0.0|-20575839.0|16687599.0|2500107.0|5.39971|140.95695|20232044.0
5400|-13187797.0|23112645.0|0.0|-20588304.0|16686752.0|2405489.0|5.19472|140.97535|20232418.0
5430|-13288614.0|23055274.0|0.0|-20600479.0|16685721.0|2310825.0|4.98969|140.99365|20232792.0
5460|-13389178.0|22997465.0|0.0|-20612365.0|16684505.0|2216116.0|4.78464|141.01185|20233165.0
5490|-13489488.0|22939218.0|0.0|-20623964.0|16683103.0|2121366.0|4.57956|141.02997|20233538.0
5520|-13589541.0|22880534.0|0.0|-20635275.0|16681513.0|2026575.0|4.37446|141.048|20233910.0
5550|-13689335.0|22821415.0|0.0|-20646299.0|16679734.0|1931746.0|4.16934|141.06595|20234282.0
5580|-13788868.0|22761861.0|0.0|-20657038.0|16677765.0|1836880.0|3.9642|141.08381|20234654.0
5610|-13888139.0|22701874.0|0.0|-20667491.0|16675605.0|1741979.0|3.75904|141.10161|20235025.0
5640|-13987146.0|22641455.0|0.0|-20677660.0|16673253.0|1647045.0|3.55386|141.11933|20235395.0
5670|-14085886.0|22580606.0|0.0|-20687545.0|16670707.0|1552080.0|3.34866|141.13699|20235765.0
5700|-14184358.0|22519326.0|0.0|-20697147.0|16667966.0|1457085.0|3.14345|141.15458|20236135.0
5730|-14282561.0|22457618.0|0.0|-20706466.0|16665029.0|1362062.0|2.93823|141.17211|20236504.0
5760|-14380492.0|22395482.0|0.0|-20715504.0|16661895.0|1267013.0|2.73299|141.18958|20236873.0
5790|-14478149.0|22332921.0|0.0|-20724261.0|16658563.0|1171940.0|2.52774|141.207|20237241.0
5820|-14575530.0|22269934.0|0.0|-20732737.0|16655031.0|1076845.0|2.32249|141.22438|20237608.0
5850|-14672634.0|22206524.0|0.0|-20740935.0|16651298.0|981730.0|2.11722|141.2417|20237976.0
5880|-14769460.0|22142691.0|0.0|-20748854.0|16647363.0|886596.0|1.91194|141.25899|20238342.0
5910|-14866004.0|22078437.0|0.0|-20756495.0|16643226.0|791444.0|1.70666|141.27624|20238708.0
5940|-14962265.0|22013763.0|0.0|-20763859.0|16638884.0|696278.0|1.50138|141.29345|20239074.0
5970|-15058241.0|21948670.0|0.0|-20770947.0|16634337.0|601099.0|1.29609|141.31064|20239438.0
6000|-15153932.0|21883159.0|0.0|-20777760.0|16629584.0|505908.0|1.09079|141.32779|20239803.0
6030|-15249334.0|21817233.0|0.0|-20784298.0|16624623.0|410708.0|0.8855|141.34492|20240167.0
6060|-15344445.0|21750891.0|0.0|-20790562.0|16619454.0|315499.0|0.68021|141.36204|20240530.0
6090|-15439265.0|21684136.0|0.0|-20796554.0|16614075.0|220285.0|0.47492|141.37913|20240893.0
6120|-15533792.0|21616968.0|0.0|-20802274.0|16608485.0|125067.0|0.26963|141.39622|20241255.0
6150|-15628023.0|21549389.0|0.0|-20807722.0|16602683.0|29846.0|0.06434|141.41329|20241616.0
6180|-15721956.0|21481400.0|0.0|-20812900.0|16596668.0|-65376.0|-0.14094|141.43037|20241977.0
6210|-15815591.0|21413003.0|0.0|-20817809.0|16590439.0|-160596.0|-0.34621|141.44744|20242337.0
6240|-15908925.0|21344198.0|0.0|-20822449.0|16583994.0|-255813.0|-0.55148|141.46451|20242697.0
6270|-16001957.0|21274988.0|0.0|-20826822.0|16577334.0|-351025.0|-0.75673|141.48159|20243056.0
6300|-16094684.0|21205373.0|0.0|-20830928.0|16570456.0|-446231.0|-0.96198|141.49867|20243415.0
6330|-16187105.0|21135355.0|0.0|-20834768.0|16563360.0|-541428.0|-1.16722|141.51577|20243772.0
6360|-16279218.0|21064935.0|0.0|-20838343.0|16556044.0|-636615.0|-1.37244|141.53289|20244130.0
6390|-16371022.0|20994115.0|0.0|-20841655.0|16548508.0|-731789.0|-1.57765|141.55003|20244486.0
6420|-16462515.0|20922895.0|0.0|-20844703.0|16540750.0|-826950.0|-1.78284|141.56719|20244842.0
6450|-16553694.0|20851278.0|0.0|-20847489.0|16532770.0|-922095.0|-1.98802|141.58438|20245197.0
6480|-16644559.0|20779264.0|0.0|-20850015.0|16524567.0|-1017223.0|-2.19317|141.60161|20245552.0
6510|-16735108.0|20706855.0|0.0|-20852280.0|16516138.0|-1112331.0|-2.39831|141.61886|20245906.0
6540|-16825338.0|20634053.0|0.0|-20854285.0|16507485.0|-1207418.0|-2.60343|141.63616|20246259.0
6570|-16915249.0|20560858.0|0.0|-20856033.0|16498604.0|-1302482.0|-2.80853|141.6535|20246612.0
6600|-17004838.0|20487273.0|0.0|-20857523.0|16489496.0|-1397521.0|-3.0136|141.67088|20246963.0
6630|-17094103.0|20413298.0|0.0|-20858757.0|16480160.0|-1492534.0|-3.21865|141.68832|20247315.0
6660|-17183044.0|20338935.0|0.0|-20859736.0|16470594.0|-1587518.0|-3.42368|141.70581|20247665.0
6690|-17271659.0|20264186.0|0.0|-20860461.0|16460798.0|-1682473.0|-3.62868|141.72335|20248015.0
6720|-17359945.0|20189051.0|0.0|-20860932.0|16450770.0|-1777395.0|-3.83365|141.74096|20248364.0
6750|-17447901.0|20113533.0|0.0|-20861152.0|16440510.0|-1872283.0|-4.03859|141.75863|20248712.0
6780|-17535526.0|20037633.0|0.0|-20861120.0|16430017.0|-1967136.0|-4.2435|141.77637|20249060.0
6810|-17622817.0|19961351.0|0.0|-20860838.0|16419289.0|-2061952.0|-4.44837|141.79418|20249406.0
6840|-17709774.0|19884691.0|0.0|-20860306.0|16408326.0|-2156728.0|-4.65322|141.81207|20249753.0
6870|-17796394.0|19807653.0|0.0|-20859527.0|16397127.0|-2251464.0|-4.85803|141.83004|20250098.0
6900|-17882676.0|19730238.0|0.0|-20858501.0|16385691.0|-2346156.0|-5.0628|141.84809|20250442.0
6930|-17968618.0|19652449.0|0.0|-20857229.0|16374017.0|-2440804.0|-5.26754|141.86623|20250786.0
6960|-18054219.0|19574286.0|0.0|-20855712.0|16362105.0|-2535406.0|-5.47224|141.88446|20251129.0
6990|-18139477.0|19495751.0|0.0|-20853952.0|16349952.0|-2629959.0|-5.6769|141.90278|20251471.0
7020|-18224390.0|19416846.0|0.0|-20851949.0|16337559.0|-2724463.0|-5.88152|141.9212|20251813.0
7050|-18308957.0|19337572.0|0.0|-20849704.0|16324925.0|-2818914.0|-6.08609|141.93973|20252153.0
7080|-18393176.0|19257931.0|0.0|-20847219.0|16312048.0|-2913313.0|-6.29063|141.95835|20252493.0
7110|-18477046.0|19177924.0|0.0|-20844494.0|16298928.0|-3007656.0|-6.49511|141.97709|20252832.0
7140|-18560565.0|19097552.0|0.0|-20841531.0|16285564.0|-3101941.0|-6.69955|141.99594|20253170.0
7170|-18643731.0|19016818.0|0.0|-20838331.0|16271956.0|-3196168.0|-6.90395|142.01491|20253508.0
7200|-18726543.0|18935723.0|0.0|-20834896.0|16258101.0|-3290334.0|-7.10829|142.034|20253844.0
7230|-18809000.0|18854268.0|0.0|-20831225.0|16244000.0|-3384438.0|-7.31259|142.05322|20254180.0
7260|-18891099.0|18772455.0|0.0|-20827321.0|16229652.0|-3478477.0|-7.51683|142.07256|20254515.0
7290|-18972840.0|18690285.0|0.0|-20823184.0|16215056.0|-3572450.0|-7.72102|142.09204|20254849.0
7320|-19054220.0|18607761.0|0.0|-20818816.0|16200210.0|-3666356.0|-7.92516|142.11165|20255182.0
7350|-19135239.0|18524883.0|0.0|-20814218.0|16185115.0|-3760192.0|-8.12924|142.1314|20255514.0
7380|-19215894.0|18441654.0|0.0|-20809390.0|16169770.0|-3853956.0|-8.33326|142.15129|20255845.0
7410|-19296184.0|18358074.0|0.0|-20804335.0|16154173.0|-3947647.0|-8.53723|142.17134|20256176.0
7440|-19376108.0|18274145.0|0.0|-20799053.0|16138324.0|-4041263.0|-8.74113|142.19153|20256505.0
7470|-19455663.0|18189870.0|0.0|-20793546.0|16122223.0|-4134803.0|-8.94498|142.21188|20256834.0
7500|-19534850.0|18105249.0|0.0|-20787814.0|16105867.0|-4228264.0|-9.14876|142.23239|20257161.0
7530|-19613665.0|18020285.0|0.0|-20781860.0|16089258.0|-4321645.0|-9.35248|142.25306|20257488.0
7560|-19692109.0|17934978.0|0.0|-20775683.0|16072394.0|-4414943.0|-9.55613|142.2739|20257814.0
